Year,Suburb,Buy Price
2012,GARDEN CITY,965000
2013,GARDEN CITY,1055000
2014,GARDEN CITY,1055000
2015,GARDEN CITY,1320000
2016,GARDEN CITY,1440000
2017,GARDEN CITY,1650000
2007,GARFIELD,232500
2008,GARFIELD,270000
2009,GARFIELD,275000
2010,GARFIELD,342500
2011,GARFIELD,340000
2012,GARFIELD,335000
2013,GARFIELD,405000
2014,GARFIELD,355000
2015,GARFIELD,370000
2016,GARFIELD,405000
2017,GARFIELD,377500
2007,GEELONG,350000
2008,GEELONG,361500
2009,GEELONG,390000
2010,GEELONG,465000
2011,GEELONG,475000
2012,GEELONG,462500
2013,GEELONG,500000
2014,GEELONG,512000
2015,GEELONG,607500
2016,GEELONG,597500
2017,GEELONG,735000
2007,GEELONG WEST,297500
2008,GEELONG WEST,324000
2009,GEELONG WEST,347500
2010,GEELONG WEST,385000
2011,GEELONG WEST,405000
2012,GEELONG WEST,410000
2013,GEELONG WEST,440000
2014,GEELONG WEST,469000
2015,GEELONG WEST,490000
2016,GEELONG WEST,543500
2017,GEELONG WEST,650000
2007,GEMBROOK,270000
2008,GEMBROOK,305000
2009,GEMBROOK,300000
2010,GEMBROOK,340000
2011,GEMBROOK,385000
2012,GEMBROOK,349000
2013,GEMBROOK,344000
2014,GEMBROOK,400000
2015,GEMBROOK,440000
2016,GEMBROOK,525000
2017,GEMBROOK,560000
2007,GISBORNE,310000
2008,GISBORNE,327500
2009,GISBORNE,355000
2010,GISBORNE,398000
2011,GISBORNE,435000
2012,GISBORNE,429500
2013,GISBORNE,495000
2014,GISBORNE,510000
2015,GISBORNE,550000
2016,GISBORNE,637500
2017,GISBORNE,655000
2007,GLADSTONE PARK,285000
2008,GLADSTONE PARK,324500
2009,GLADSTONE PARK,354000
2010,GLADSTONE PARK,426500
2011,GLADSTONE PARK,385000
2012,GLADSTONE PARK,380000
2013,GLADSTONE PARK,392500
2014,GLADSTONE PARK,400000
2015,GLADSTONE PARK,460000
2016,GLADSTONE PARK,525000
2017,GLADSTONE PARK,638000
2007,GLEN HUNTLY,850500
2008,GLEN HUNTLY,740000
2009,GLEN HUNTLY,835500
2010,GLEN HUNTLY,919000
2011,GLEN HUNTLY,805000
2012,GLEN HUNTLY,792500
2013,GLEN HUNTLY,977500
2014,GLEN HUNTLY,1135000
2015,GLEN HUNTLY,1350000
2016,GLEN HUNTLY,1330000
2017,GLEN HUNTLY,1415000
2007,GLEN IRIS,969500
2008,GLEN IRIS,1011000
2009,GLEN IRIS,1026500
2010,GLEN IRIS,1320000
2011,GLEN IRIS,1200000
2012,GLEN IRIS,1200000
2013,GLEN IRIS,1310000
2014,GLEN IRIS,1500000
2015,GLEN IRIS,1800000
2016,GLEN IRIS,1920000
2017,GLEN IRIS,2030000
2007,GLEN WAVERLEY,580500
2008,GLEN WAVERLEY,600000
2009,GLEN WAVERLEY,660000
2010,GLEN WAVERLEY,735000
2011,GLEN WAVERLEY,718000
2012,GLEN WAVERLEY,720000
2013,GLEN WAVERLEY,815000
2014,GLEN WAVERLEY,960000
2015,GLEN WAVERLEY,1220000
2016,GLEN WAVERLEY,1221000
2017,GLEN WAVERLEY,1335000
2007,GLENGARRY,204500
2008,GLENGARRY,187000
2009,GLENGARRY,225000
2010,GLENGARRY,250000
2011,GLENGARRY,231000
2012,GLENGARRY,232000
2013,GLENGARRY,232500
2014,GLENGARRY,283000
2015,GLENGARRY,286000
2016,GLENGARRY,277500
2017,GLENGARRY,310000
2007,GLENROWAN,241000
2008,GLENROWAN,257000
2009,GLENROWAN,236000
2010,GLENROWAN,286000
2011,GLENROWAN,290000
2012,GLENROWAN,246000
2013,GLENROWAN,230000
2014,GLENROWAN,239000
2015,GLENROWAN,225000
2016,GLENROWAN,272500
2017,GLENROWAN,292500
2007,GLENROY,319000
2008,GLENROY,378000
2009,GLENROY,420000
2010,GLENROY,508500
2011,GLENROY,457000
2012,GLENROY,437500
2013,GLENROY,455000
2014,GLENROY,500000
2015,GLENROY,560000
2016,GLENROY,600000
2017,GLENROY,740000
2007,GOLDEN BEACH,150000
2008,GOLDEN BEACH,172000
2009,GOLDEN BEACH,152500
2010,GOLDEN BEACH,150000
2011,GOLDEN BEACH,229000
2012,GOLDEN BEACH,206000
2013,GOLDEN BEACH,169500
2014,GOLDEN BEACH,172500
2015,GOLDEN BEACH,180000
2016,GOLDEN BEACH,212500
2017,GOLDEN BEACH,209500
2007,GOLDEN POINT (BALLARAT),198000
2008,GOLDEN POINT (BALLARAT),197000
2009,GOLDEN POINT (BALLARAT),210000
2010,GOLDEN POINT (BALLARAT),250000
2011,GOLDEN POINT (BALLARAT),258000
2012,GOLDEN POINT (BALLARAT),250000
2013,GOLDEN POINT (BALLARAT),265000
2014,GOLDEN POINT (BALLARAT),265000
2015,GOLDEN POINT (BALLARAT),259000
2016,GOLDEN POINT (BALLARAT),295000
2017,GOLDEN POINT (BALLARAT),300000
2007,GOLDEN SQUARE,215000
2008,GOLDEN SQUARE,212500
2009,GOLDEN SQUARE,223000
2010,GOLDEN SQUARE,262000
2011,GOLDEN SQUARE,270000
2012,GOLDEN SQUARE,285000
2013,GOLDEN SQUARE,295000
2014,GOLDEN SQUARE,305000
2015,GOLDEN SQUARE,306000
2016,GOLDEN SQUARE,315000
2017,GOLDEN SQUARE,320000
2007,GORDON,215500
2008,GORDON,230000
2009,GORDON,262500
2010,GORDON,290000
2011,GORDON,300000
2012,GORDON,229500
2013,GORDON,278000
2014,GORDON,303000
2015,GORDON,297500
2016,GORDON,330000
2017,GORDON,416500
2007,GOUGHS BAY,174000
2008,GOUGHS BAY,175000
2009,GOUGHS BAY,183000
2010,GOUGHS BAY,193000
2011,GOUGHS BAY,180000
2012,GOUGHS BAY,220000
2013,GOUGHS BAY,257500
2014,GOUGHS BAY,247500
2015,GOUGHS BAY,265000
2016,GOUGHS BAY,235000
2017,GOUGHS BAY,257500
2007,GOWANBRAE,360000
2008,GOWANBRAE,414500
2009,GOWANBRAE,450000
2010,GOWANBRAE,535000
2011,GOWANBRAE,555500
2012,GOWANBRAE,467500
2013,GOWANBRAE,616500
2014,GOWANBRAE,557500
2015,GOWANBRAE,573000
2016,GOWANBRAE,619000
2017,GOWANBRAE,765500
2007,GRANTVILLE,185000
2008,GRANTVILLE,198500
2009,GRANTVILLE,218000
2010,GRANTVILLE,260000
2011,GRANTVILLE,235000
2012,GRANTVILLE,245000
2013,GRANTVILLE,215000
2014,GRANTVILLE,255000
2015,GRANTVILLE,250000
2016,GRANTVILLE,280000
2017,GRANTVILLE,338000
2007,GREEN LAKE,168000
2008,GREEN LAKE,205000
2009,GREEN LAKE,230000
2010,GREEN LAKE,230000
2011,GREEN LAKE,247500
2012,GREEN LAKE,247500
2013,GREEN LAKE,262500
2014,GREEN LAKE,254500
2015,GREEN LAKE,281500
2016,GREEN LAKE,305000
2017,GREEN LAKE,280000
2007,GREENSBOROUGH,392000
2008,GREENSBOROUGH,405000
2009,GREENSBOROUGH,440000
2010,GREENSBOROUGH,530000
2011,GREENSBOROUGH,517500
2012,GREENSBOROUGH,490500
2013,GREENSBOROUGH,534000
2014,GREENSBOROUGH,572000
2015,GREENSBOROUGH,635000
2016,GREENSBOROUGH,720000
2017,GREENSBOROUGH,830000
2007,GREENVALE,405500
2008,GREENVALE,427500
2009,GREENVALE,476000
2010,GREENVALE,517500
2011,GREENVALE,545000
2012,GREENVALE,537000
2013,GREENVALE,550000
2014,GREENVALE,539500
2015,GREENVALE,500000
2016,GREENVALE,505000
2017,GREENVALE,650000
2007,GROVEDALE,268000
2008,GROVEDALE,287000
2009,GROVEDALE,292000
2010,GROVEDALE,335000
2011,GROVEDALE,345000
2012,GROVEDALE,340000
2013,GROVEDALE,352000
2014,GROVEDALE,362000
2015,GROVEDALE,370000
2016,GROVEDALE,400000
2017,GROVEDALE,432000
2007,HADFIELD,320000
2008,HADFIELD,375500
2009,HADFIELD,417500
2010,HADFIELD,530000
2011,HADFIELD,485000
2012,HADFIELD,430000
2013,HADFIELD,460500
2014,HADFIELD,500000
2015,HADFIELD,550000
2016,HADFIELD,622000
2017,HADFIELD,745000
2007,HALLAM,265000
2008,HALLAM,308000
2009,HALLAM,328500
2010,HALLAM,365000
2011,HALLAM,360000
2012,HALLAM,360000
2013,HALLAM,364000
2014,HALLAM,380000
2015,HALLAM,424000
2016,HALLAM,460500
2017,HALLAM,580000
2007,HALLS GAP,233000
2008,HALLS GAP,315000
2009,HALLS GAP,230000
2010,HALLS GAP,257500
2011,HALLS GAP,255000
2012,HALLS GAP,233500
2013,HALLS GAP,184500
2014,HALLS GAP,224500
2015,HALLS GAP,245000
2016,HALLS GAP,272500
2017,HALLS GAP,270000
2007,HAMILTON,192000
2008,HAMILTON,202500
2009,HAMILTON,190000
2010,HAMILTON,203000
2011,HAMILTON,217500
2012,HAMILTON,194000
2013,HAMILTON,195000
2014,HAMILTON,200000
2015,HAMILTON,200000
2016,HAMILTON,216000
2017,HAMILTON,190000
2007,HAMLYN HEIGHTS,240000
2008,HAMLYN HEIGHTS,272500
2009,HAMLYN HEIGHTS,295000
2010,HAMLYN HEIGHTS,345000
2011,HAMLYN HEIGHTS,348000
2012,HAMLYN HEIGHTS,339500
2013,HAMLYN HEIGHTS,363500
2014,HAMLYN HEIGHTS,366500
2015,HAMLYN HEIGHTS,382500
2016,HAMLYN HEIGHTS,415000
2017,HAMLYN HEIGHTS,500000
2007,HAMPTON,1100000
2008,HAMPTON,1070000
2009,HAMPTON,1101000
2010,HAMPTON,1295000
2011,HAMPTON,1282500
2012,HAMPTON,1200000
2013,HAMPTON,1270000
2014,HAMPTON,1340000
2015,HAMPTON,1642500
2016,HAMPTON,1770000
2017,HAMPTON,2017500
2007,HAMPTON EAST,662500
2008,HAMPTON EAST,640000
2009,HAMPTON EAST,655000
2010,HAMPTON EAST,813000
2011,HAMPTON EAST,745000
2012,HAMPTON EAST,732500
2013,HAMPTON EAST,770000
2014,HAMPTON EAST,862500
2015,HAMPTON EAST,1020000
2016,HAMPTON EAST,1200000
2017,HAMPTON EAST,1328000
2007,HAMPTON PARK,248500
2008,HAMPTON PARK,270000
2009,HAMPTON PARK,295000
2010,HAMPTON PARK,333000
2011,HAMPTON PARK,335000
2012,HAMPTON PARK,320000
2013,HAMPTON PARK,330000
2014,HAMPTON PARK,337500
2015,HAMPTON PARK,370000
2016,HAMPTON PARK,410000
2017,HAMPTON PARK,505000
2007,HARCOURT,185000
2008,HARCOURT,227000
2009,HARCOURT,204500
2010,HARCOURT,350000
2011,HARCOURT,268000
2012,HARCOURT,287500
2013,HARCOURT,292000
2014,HARCOURT,358000
2015,HARCOURT,295000
2016,HARCOURT,377500
2017,HARCOURT,385000
2007,HARKNESS,245000
2008,HARKNESS,260000
2009,HARKNESS,283000
2010,HARKNESS,310000
2011,HARKNESS,335000
2012,HARKNESS,329000
2013,HARKNESS,330000
2014,HARKNESS,340000
2015,HARKNESS,350000
2016,HARKNESS,361000
2017,HARKNESS,420000
2007,HARRIETVILLE,260000
2008,HARRIETVILLE,261500
2009,HARRIETVILLE,230000
2010,HARRIETVILLE,125000
2011,HARRIETVILLE,250000
2012,HARRIETVILLE,260000
2013,HARRIETVILLE,277500
2014,HARRIETVILLE,320000
2015,HARRIETVILLE,260000
2016,HARRIETVILLE,386500
2017,HARRIETVILLE,420000
2007,HASTINGS,260000
2008,HASTINGS,280000
2009,HASTINGS,300000
2010,HASTINGS,355000
2011,HASTINGS,350000
2012,HASTINGS,347000
2013,HASTINGS,345000
2014,HASTINGS,366500
2015,HASTINGS,365000
2016,HASTINGS,400000
2017,HASTINGS,506500
2007,HASTINGS WEST,186500
2008,HASTINGS WEST,230000
2009,HASTINGS WEST,229500
2010,HASTINGS WEST,265000
2011,HASTINGS WEST,272000
2012,HASTINGS WEST,282500
2013,HASTINGS WEST,280000
2014,HASTINGS WEST,277000
2015,HASTINGS WEST,289500
2016,HASTINGS WEST,338000
2017,HASTINGS WEST,425000
2007,HAWTHORN,1167000
2008,HAWTHORN,1300000
2009,HAWTHORN,1225000
2010,HAWTHORN,1430000
2011,HAWTHORN,1330000
2012,HAWTHORN,1402500
2013,HAWTHORN,1570000
2014,HAWTHORN,1600000
2015,HAWTHORN,1873000
2016,HAWTHORN,2325000
2017,HAWTHORN,2470000
2007,HAWTHORN EAST,1110000
2008,HAWTHORN EAST,1010000
2009,HAWTHORN EAST,1142500
2010,HAWTHORN EAST,1400000
2011,HAWTHORN EAST,1242500
2012,HAWTHORN EAST,1300000
2013,HAWTHORN EAST,1227500
2014,HAWTHORN EAST,1554000
2015,HAWTHORN EAST,1800000
2016,HAWTHORN EAST,1900000
2017,HAWTHORN EAST,2360000
2007,HEALESVILLE,295000
2008,HEALESVILLE,312500
2009,HEALESVILLE,312500
2010,HEALESVILLE,361500
2011,HEALESVILLE,380000
2012,HEALESVILLE,380000
2013,HEALESVILLE,385000
2014,HEALESVILLE,400000
2015,HEALESVILLE,445000
2016,HEALESVILLE,457000
2017,HEALESVILLE,545000
2007,HEATHCOTE,151500
2008,HEATHCOTE,150000
2009,HEATHCOTE,190000
2010,HEATHCOTE,217000
2011,HEATHCOTE,210000
2012,HEATHCOTE,220000
2013,HEATHCOTE,227500
2014,HEATHCOTE,260000
2015,HEATHCOTE,240000
2016,HEATHCOTE,268500
2017,HEATHCOTE,275000
2007,HEATHERTON,498500
2008,HEATHERTON,575000
2009,HEATHERTON,569000
2010,HEATHERTON,625000
2011,HEATHERTON,632000
2012,HEATHERTON,630000
2013,HEATHERTON,630000
2014,HEATHERTON,712000
2015,HEATHERTON,771000
2016,HEATHERTON,845000
2017,HEATHERTON,981000
2007,HEATHMONT,370500
2008,HEATHMONT,420000
2009,HEATHMONT,435000
2010,HEATHMONT,539500
2011,HEATHMONT,509000
2012,HEATHMONT,525000
2013,HEATHMONT,589000
2014,HEATHMONT,638000
2015,HEATHMONT,756000
2016,HEATHMONT,789000
2017,HEATHMONT,925000
2007,HEIDELBERG,600000
2008,HEIDELBERG,640500
2009,HEIDELBERG,725500
2010,HEIDELBERG,820000
2011,HEIDELBERG,770000
2012,HEIDELBERG,755000
2013,HEIDELBERG,780000
2014,HEIDELBERG,840500
2015,HEIDELBERG,1060000
2016,HEIDELBERG,1150000
2017,HEIDELBERG,1275000
2007,HEIDELBERG HEIGHTS,382500
2008,HEIDELBERG HEIGHTS,400000
2009,HEIDELBERG HEIGHTS,456500
2010,HEIDELBERG HEIGHTS,560000
2011,HEIDELBERG HEIGHTS,536500
2012,HEIDELBERG HEIGHTS,500000
2013,HEIDELBERG HEIGHTS,539000
2014,HEIDELBERG HEIGHTS,564500
2015,HEIDELBERG HEIGHTS,676500
2016,HEIDELBERG HEIGHTS,743000
2017,HEIDELBERG HEIGHTS,843000
2007,HEIDELBERG WEST,320000
2008,HEIDELBERG WEST,330000
2009,HEIDELBERG WEST,374000
2010,HEIDELBERG WEST,475000
2011,HEIDELBERG WEST,420000
2012,HEIDELBERG WEST,400000
2013,HEIDELBERG WEST,425000
2014,HEIDELBERG WEST,464000
2015,HEIDELBERG WEST,580000
2016,HEIDELBERG WEST,631500
2017,HEIDELBERG WEST,730000
2007,HEPBURN,240000
2008,HEPBURN,270000
2009,HEPBURN,315000
2010,HEPBURN,317000
2011,HEPBURN,310000
2012,HEPBURN,275000
2013,HEPBURN,291000
2014,HEPBURN,330000
2015,HEPBURN,395000
2016,HEPBURN,375000
2017,HEPBURN,435000
2007,HEPBURN SPRINGS,257500
2008,HEPBURN SPRINGS,261000
2009,HEPBURN SPRINGS,343500
2010,HEPBURN SPRINGS,298000
2011,HEPBURN SPRINGS,308000
2012,HEPBURN SPRINGS,310000
2013,HEPBURN SPRINGS,340000
2014,HEPBURN SPRINGS,350000
2015,HEPBURN SPRINGS,380000
2016,HEPBURN SPRINGS,414000
2017,HEPBURN SPRINGS,515000
2007,HERNE HILL,238500
2008,HERNE HILL,250000
2009,HERNE HILL,280000
2010,HERNE HILL,321000
2011,HERNE HILL,325000
2012,HERNE HILL,321500
2013,HERNE HILL,350000
2014,HERNE HILL,357000
2015,HERNE HILL,368500
2016,HERNE HILL,402000
2017,HERNE HILL,490000
2007,HEYFIELD,119500
2008,HEYFIELD,144500
2009,HEYFIELD,155000
2010,HEYFIELD,155000
2011,HEYFIELD,175000
2012,HEYFIELD,171500
2013,HEYFIELD,200000
2014,HEYFIELD,180000
2015,HEYFIELD,182500
2016,HEYFIELD,195000
2017,HEYFIELD,178500
2007,HEYWOOD,160000
2008,HEYWOOD,138000
2009,HEYWOOD,149000
2010,HEYWOOD,172000
2011,HEYWOOD,167500
2012,HEYWOOD,153000
2013,HEYWOOD,142000
2014,HEYWOOD,150000
2015,HEYWOOD,173000
2016,HEYWOOD,165000
2017,HEYWOOD,164000
2007,HIGHETT,577000
2008,HIGHETT,602000
2009,HIGHETT,650000
2010,HIGHETT,760000
2011,HIGHETT,711000
2012,HIGHETT,682500
2013,HIGHETT,750000
2014,HIGHETT,850000
2015,HIGHETT,992000
2016,HIGHETT,1182500
2017,HIGHETT,1312500
2007,HIGHTON,340000
2008,HIGHTON,345000
2009,HIGHTON,385000
2010,HIGHTON,436000
2011,HIGHTON,450000
2012,HIGHTON,460000
2013,HIGHTON,477500
2014,HIGHTON,510000
2015,HIGHTON,505000
2016,HIGHTON,555000
2017,HIGHTON,622000
2007,HILLSIDE (MELTON),306500
2008,HILLSIDE (MELTON),321000
2009,HILLSIDE (MELTON),355000
2010,HILLSIDE (MELTON),420000
2011,HILLSIDE (MELTON),415000
2012,HILLSIDE (MELTON),422500
2013,HILLSIDE (MELTON),430000
2014,HILLSIDE (MELTON),440000
2015,HILLSIDE (MELTON),470000
2016,HILLSIDE (MELTON),526500
2017,HILLSIDE (MELTON),620000
2007,HOPETOUN,85000
2008,HOPETOUN,75000
2009,HOPETOUN,73500
2010,HOPETOUN,63000
2011,HOPETOUN,55500
2012,HOPETOUN,81000
2013,HOPETOUN,88000
2014,HOPETOUN,95500
2015,HOPETOUN,75000
2016,HOPETOUN,80000
2017,HOPETOUN,88000
2007,HOPPERS CROSSING,235000
2008,HOPPERS CROSSING,260000
2009,HOPPERS CROSSING,283500
2010,HOPPERS CROSSING,327500
2011,HOPPERS CROSSING,328000
2012,HOPPERS CROSSING,312500
2013,HOPPERS CROSSING,321500
2014,HOPPERS CROSSING,340000
2015,HOPPERS CROSSING,365500
2016,HOPPERS CROSSING,415000
2017,HOPPERS CROSSING,516000
2007,HORSHAM,175000
2008,HORSHAM,177500
2009,HORSHAM,176500
2010,HORSHAM,186000
2011,HORSHAM,210000
2012,HORSHAM,220000
2013,HORSHAM,215000
2014,HORSHAM,215000
2015,HORSHAM,240000
2016,HORSHAM,244500
2017,HORSHAM,264000
2007,HUGHESDALE,622000
2008,HUGHESDALE,622500
2009,HUGHESDALE,695000
2010,HUGHESDALE,838000
2011,HUGHESDALE,740000
2012,HUGHESDALE,741500
2013,HUGHESDALE,820000
2014,HUGHESDALE,856000
2015,HUGHESDALE,1165000
2016,HUGHESDALE,1225000
2017,HUGHESDALE,1462500
2007,HUNTINGDALE,518000
2008,HUNTINGDALE,500000
2009,HUNTINGDALE,560000
2010,HUNTINGDALE,642500
2011,HUNTINGDALE,610000
2012,HUNTINGDALE,590000
2013,HUNTINGDALE,659000
2014,HUNTINGDALE,728000
2015,HUNTINGDALE,835000
2016,HUNTINGDALE,924500
2017,HUNTINGDALE,1138500
2007,HUNTLY,226000
2008,HUNTLY,200000
2009,HUNTLY,261000
2010,HUNTLY,269500
2011,HUNTLY,250000
2012,HUNTLY,215000
2013,HUNTLY,337500
2014,HUNTLY,325000
2015,HUNTLY,355000
2016,HUNTLY,340000
2017,HUNTLY,335000
2007,HURSTBRIDGE,366500
2008,HURSTBRIDGE,379000
2009,HURSTBRIDGE,402000
2010,HURSTBRIDGE,491000
2011,HURSTBRIDGE,457500
2012,HURSTBRIDGE,445000
2013,HURSTBRIDGE,482000
2014,HURSTBRIDGE,482000
2015,HURSTBRIDGE,547500
2016,HURSTBRIDGE,614500
2017,HURSTBRIDGE,714000
2007,INDENTED HEAD,278000
2008,INDENTED HEAD,305000
2009,INDENTED HEAD,321500
2010,INDENTED HEAD,360000
2011,INDENTED HEAD,347000
2012,INDENTED HEAD,430000
2013,INDENTED HEAD,390000
2014,INDENTED HEAD,385000
2015,INDENTED HEAD,382500
2016,INDENTED HEAD,395000
2017,INDENTED HEAD,445000
2007,INGLEWOOD,115000
2008,INGLEWOOD,120000
2009,INGLEWOOD,130000
2010,INGLEWOOD,170000
2011,INGLEWOOD,208500
2012,INGLEWOOD,186500
2013,INGLEWOOD,160000
2014,INGLEWOOD,145000
2015,INGLEWOOD,200000
2016,INGLEWOOD,152500
2017,INGLEWOOD,182500
2007,INVERLEIGH,235000
2008,INVERLEIGH,230000
2009,INVERLEIGH,235000
2010,INVERLEIGH,230000
2011,INVERLEIGH,365000
2012,INVERLEIGH,246500
2013,INVERLEIGH,319500
2014,INVERLEIGH,321500
2015,INVERLEIGH,355000
2016,INVERLEIGH,360000
2017,INVERLEIGH,472500
2007,INVERLOCH,320000
2008,INVERLOCH,333500
2009,INVERLOCH,379000
2010,INVERLOCH,422500
2011,INVERLOCH,450000
2012,INVERLOCH,420000
2013,INVERLOCH,430000
2014,INVERLOCH,440000
2015,INVERLOCH,425000
2016,INVERLOCH,445000
2017,INVERLOCH,489000
2007,INVERMAY PARK,320000
2008,INVERMAY PARK,285000
2009,INVERMAY PARK,305000
2010,INVERMAY PARK,337500
2011,INVERMAY PARK,363500
2012,INVERMAY PARK,370000
2013,INVERMAY PARK,378000
2014,INVERMAY PARK,387000
2015,INVERMAY PARK,405000
2016,INVERMAY PARK,377500
2017,INVERMAY PARK,391000
2007,IRONBARK,194500
2008,IRONBARK,251000
2009,IRONBARK,226500
2010,IRONBARK,232000
2011,IRONBARK,287000
2012,IRONBARK,280000
2013,IRONBARK,277000
2014,IRONBARK,280000
2015,IRONBARK,319000
2016,IRONBARK,365000
2017,IRONBARK,280000
2007,IRYMPLE,227500
2008,IRYMPLE,208000
2009,IRYMPLE,215000
2010,IRYMPLE,213500
2011,IRYMPLE,228000
2012,IRYMPLE,215000
2013,IRYMPLE,248000
2014,IRYMPLE,228500
2015,IRYMPLE,268000
2016,IRYMPLE,260000
2017,IRYMPLE,288000
2007,IVANHOE,756000
2008,IVANHOE,817500
2009,IVANHOE,801000
2010,IVANHOE,1032500
2011,IVANHOE,980000
2012,IVANHOE,915000
2013,IVANHOE,1100000
2014,IVANHOE,1203000
2015,IVANHOE,1117500
2016,IVANHOE,1400000
2017,IVANHOE,1512500
2007,IVANHOE EAST,989500
2008,IVANHOE EAST,1180000
2009,IVANHOE EAST,958000
2010,IVANHOE EAST,1415000
2011,IVANHOE EAST,1300000
2012,IVANHOE EAST,1200000
2013,IVANHOE EAST,1310000
2014,IVANHOE EAST,1513000
2015,IVANHOE EAST,1530000
2016,IVANHOE EAST,1754000
2017,IVANHOE EAST,1934000
2007,JACANA,220000
2008,JACANA,275000
2009,JACANA,320500
2010,JACANA,391000
2011,JACANA,345000
2012,JACANA,311000
2013,JACANA,334000
2014,JACANA,345000
2015,JACANA,374500
2016,JACANA,423000
2017,JACANA,567000
2007,JACKASS FLAT,229000
2008,JACKASS FLAT,229000
2009,JACKASS FLAT,262000
2010,JACKASS FLAT,275000
2011,JACKASS FLAT,255000
2012,JACKASS FLAT,357500
2013,JACKASS FLAT,287500
2014,JACKASS FLAT,360000
2015,JACKASS FLAT,350500
2016,JACKASS FLAT,345500
2017,JACKASS FLAT,299000
2007,JAMIESON,177000
2008,JAMIESON,191500
2009,JAMIESON,193500
2010,JAMIESON,242500
2011,JAMIESON,218000
2012,JAMIESON,267500
2013,JAMIESON,205000
2014,JAMIESON,210000
2015,JAMIESON,258500
2016,JAMIESON,220000
2017,JAMIESON,266500
2007,JAN JUC,430000
2008,JAN JUC,481500
2009,JAN JUC,467000
2010,JAN JUC,542500
2011,JAN JUC,587500
2012,JAN JUC,570000
2013,JAN JUC,557500
2014,JAN JUC,595000
2015,JAN JUC,615000
2016,JAN JUC,716000
2017,JAN JUC,850000
2007,JEERALANG NORTH,115000
2008,JEERALANG NORTH,105000
2009,JEERALANG NORTH,161500
2010,JEERALANG NORTH,152000
2011,JEERALANG NORTH,129000
2012,JEERALANG NORTH,159500
2013,JEERALANG NORTH,145500
2014,JEERALANG NORTH,187500
2015,JEERALANG NORTH,175000
2016,JEERALANG NORTH,140000
2017,JEERALANG NORTH,220000
2007,JEPARIT,75000
2008,JEPARIT,59500
2009,JEPARIT,66500
2010,JEPARIT,66000
2011,JEPARIT,101500
2012,JEPARIT,59000
2013,JEPARIT,80500
2014,JEPARIT,63000
2015,JEPARIT,89000
2016,JEPARIT,124000
2017,JEPARIT,65000
2007,JUNCTION VILLAGE,232500
2008,JUNCTION VILLAGE,255000
2009,JUNCTION VILLAGE,276500
2010,JUNCTION VILLAGE,314500
2011,JUNCTION VILLAGE,287500
2012,JUNCTION VILLAGE,300000
2013,JUNCTION VILLAGE,312000
2014,JUNCTION VILLAGE,320000
2015,JUNCTION VILLAGE,370000
2016,JUNCTION VILLAGE,389000
2017,JUNCTION VILLAGE,436000
2007,JUNORTOUN,360000
2008,JUNORTOUN,369000
2009,JUNORTOUN,431500
2010,JUNORTOUN,420000
2011,JUNORTOUN,430000
2012,JUNORTOUN,465000
2013,JUNORTOUN,490000
2014,JUNORTOUN,508500
2015,JUNORTOUN,417500
2016,JUNORTOUN,490000
2017,JUNORTOUN,512500
2007,KALIMNA,247000
2008,KALIMNA,224000
2009,KALIMNA,266500
2010,KALIMNA,265000
2011,KALIMNA,312500
2012,KALIMNA,268000
2013,KALIMNA,230000
2014,KALIMNA,285000
2015,KALIMNA,300000
2016,KALIMNA,270000
2017,KALIMNA,276500
2007,KALKALLO,-
2008,KALKALLO,350000
2009,KALKALLO,350000
2010,KALKALLO,215000
2011,KALKALLO,375000
2012,KALKALLO,272500
2013,KALKALLO,450000
2014,KALKALLO,450000
2015,KALKALLO,180000
2016,KALKALLO,432500
2017,KALKALLO,530000
2007,KALLISTA,355000
2008,KALLISTA,380500
2009,KALLISTA,410000
2010,KALLISTA,450000
2011,KALLISTA,482000
2012,KALLISTA,452500
2013,KALLISTA,425000
2014,KALLISTA,465000
2015,KALLISTA,523000
2016,KALLISTA,567500
2017,KALLISTA,676000
2007,KALORAMA,337500
2008,KALORAMA,372500
2009,KALORAMA,350000
2010,KALORAMA,440000
2011,KALORAMA,440000
2012,KALORAMA,420000
2013,KALORAMA,442500
2014,KALORAMA,451000
2015,KALORAMA,496000
2016,KALORAMA,533000
2017,KALORAMA,670000
2007,KANGAROO FLAT,217000
2008,KANGAROO FLAT,219500
2009,KANGAROO FLAT,233000
2010,KANGAROO FLAT,252000
2011,KANGAROO FLAT,270000
2012,KANGAROO FLAT,284500
2013,KANGAROO FLAT,292500
2014,KANGAROO FLAT,300000
2015,KANGAROO FLAT,304000
2016,KANGAROO FLAT,300000
2017,KANGAROO FLAT,310000
2007,KANGAROO GROUND SOUTH,446000
2008,KANGAROO GROUND SOUTH,482500
2009,KANGAROO GROUND SOUTH,515000
2010,KANGAROO GROUND SOUTH,679500
2011,KANGAROO GROUND SOUTH,606500
2012,KANGAROO GROUND SOUTH,631000
2013,KANGAROO GROUND SOUTH,615000
2014,KANGAROO GROUND SOUTH,655000
2015,KANGAROO GROUND SOUTH,650000
2016,KANGAROO GROUND SOUTH,670000
